weapon_id,Name,Rarity,Class,Element,Type,Impact,Range,Handling,Reload Speed,Aim Assistance,Inventory Size,Airborne Effectiveness,Rounds Per Minute,Magazine,Stability,Zoom,Recoil
740,STOCHASTIC VARIABLE,Legendary,Any,Energy,Submachine Gun,15.0,33.0,50.0,27.0,52.0,40.0,12.0,900.0,36.0,35.0,13.0,95.0
741,STOCHASTIC VARIABLE,Legendary,Any,Energy,Submachine Gun,15.0,33.0,50.0,27.0,52.0,40.0,12.0,900.0,36.0,35.0,14.0,95.0
742,SUBJUNCTIVE,Legendary,Any,Energy,Submachine Gun,15.0,26.0,66.0,28.0,52.0,63.0,12.0,900.0,36.0,37.0,13.0,92.0
743,THE HERO'S BURDEN,Legendary,Any,Energy,Submachine Gun,20.0,44.0,59.0,53.0,51.0,43.0,12.0,900.0,33.0,40.0,14.0,93.0
744,THE HERO'S BURDEN,Legendary,Any,Energy,Submachine Gun,20.0,44.0,59.0,53.0,51.0,43.0,12.0,900.0,33.0,40.0,13.0,93.0
745,THE HERO'S BURDEN,Legendary,Any,Energy,Submachine Gun,20.0,44.0,59.0,53.0,51.0,43.0,12.0,900.0,33.0,40.0,13.0,93.0
746,THE QUICKSTEP,Legendary,Any,Energy,Submachine Gun,20.0,38.0,50.0,48.0,47.0,39.0,12.0,900.0,28.0,43.0,13.0,91.0
747,THE RECLUSE,Legendary,Any,Energy,Submachine Gun,15.0,34.0,63.0,28.0,55.0,67.0,12.0,900.0,36.0,47.0,13.0,100.0
748,THE TITLE,Legendary,Any,Energy,Submachine Gun,22.0,40.0,48.0,23.0,32.0,34.0,21.0,750.0,28.0,20.0,15.0,85.0
749,UNFORGIVEN,Legendary,Any,Energy,Submachine Gun,22.0,43.0,50.0,21.0,33.0,34.0,20.0,750.0,28.0,16.0,14.0,93.0
922,PHILIPPIS-B,Rare,Any,Kinetic,Submachine Gun,25.0,47.0,16.0,12.0,50.0,25.0,,600.0,26.0,33.0,13.0,85.0
923,PHILIPPIS-B,Rare,Any,Kinetic,Submachine Gun,25.0,47.0,16.0,12.0,50.0,25.0,,600.0,26.0,33.0,13.0,85.0
924,PROTOSTAR CSU,Rare,Any,Kinetic,Submachine Gun,20.0,33.0,43.0,45.0,43.0,38.0,,900.0,32.0,32.0,13.0,85.0
925,PROTOSTAR CSU,Rare,Any,Kinetic,Submachine Gun,20.0,33.0,43.0,45.0,43.0,38.0,,900.0,32.0,32.0,13.0,85.0
926,SONDOK-C,Rare,Any,Kinetic,Submachine Gun,25.0,57.0,19.0,24.0,50.0,27.0,,600.0,27.0,31.0,13.0,87.0
969,FURINA-2MG,Rare,Any,Energy,Submachine Gun,15.0,17.0,62.0,23.0,43.0,63.0,,900.0,36.0,34.0,13.0,87.0
970,FURINA-2MG,Rare,Any,Energy,Submachine Gun,15.0,17.0,62.0,23.0,43.0,63.0,,900.0,36.0,34.0,13.0,87.0
971,HARMONY-21,Rare,Any,Energy,Submachine Gun,20.0,33.0,45.0,46.0,44.0,38.0,,900.0,32.0,32.0,13.0,90.0
972,HARMONY-21,Rare,Any,Energy,Submachine Gun,20.0,33.0,45.0,46.0,44.0,38.0,,900.0,32.0,32.0,13.0,90.0
973,WHIP SCORPION-3MG,Rare,Any,Energy,Submachine Gun,15.0,18.0,58.0,26.0,45.0,67.0,,900.0,36.0,33.0,13.0,92.0
1018,DAYSTAR SMG2,Common,Any,Energy,Submachine Gun,15.0,16.0,54.0,22.0,42.0,45.0,,900.0,35.0,31.0,13.0,83.0
1019,FORTE-15,Common,Any,Energy,Submachine Gun,20.0,32.0,42.0,44.0,41.0,34.0,,900.0,32.0,31.0,13.0,84.0
1040,ETUDE-12,Basic,Any,Energy,Submachine Gun,20.0,31.0,41.0,43.0,43.0,30.0,,900.0,32.0,31.0,13.0,81.0
1041,SORROW MG2,Basic,Any,Energy,Submachine Gun,15.0,20.0,48.0,31.0,45.0,50.0,,900.0,35.0,32.0,13.0,86.0
1088,SUBMISSION,Legendary,Any,Kinetic,Submachine Gun,15.0,29.0,70.0,29.0,58.0,65.0,,900.0,37.0,45.0,15.0,100.0
1089,SUBMISSION,Legendary,Any,Kinetic,Submachine Gun,15.0,29.0,70.0,29.0,58.0,65.0,,900.0,37.0,45.0,15.0,100.0
1090,SUBMISSION (ADEPT),Legendary,Any,Kinetic,Submachine Gun,15.0,29.0,70.0,29.0,58.0,65.0,,900.0,37.0,45.0,15.0,100.0
1132,EVERY WAKING MOMENT,Legendary,Any,Energy,Submachine Gun,25.0,49.0,22.0,18.0,56.0,21.0,,600.0,26.0,38.0,13.0,91.0
