weapon_id,Name,Rarity,Class,Element,Type,Impact,Range,Handling,Reload Speed,Aim Assistance,Inventory Size,Airborne Effectiveness,Rounds Per Minute,Magazine,Stability,Zoom,Recoil
265,THE GUIDING SIGHT,Legendary,Any,Kinetic,Scout Rifle,67.0,65.0,27.0,36.0,30.0,40.0,10.0,150.0,13.0,24.0,21.0,75.0
266,THE SCHOLAR,Legendary,Any,Kinetic,Scout Rifle,67.0,66.0,30.0,31.0,32.0,50.0,21.0,150.0,13.0,21.0,21.0,80.0
267,THE SCHOLAR (ADEPT),Legendary,Any,Kinetic,Scout Rifle,67.0,66.0,30.0,31.0,32.0,50.0,21.0,150.0,13.0,21.0,21.0,80.0
268,TRANSFIGURATION,Legendary,Any,Kinetic,Scout Rifle,67.0,74.0,29.0,25.0,29.0,55.0,10.0,150.0,14.0,22.0,21.0,78.0
269,WRONG SIDE OF RIGHT,Legendary,Any,Kinetic,Scout Rifle,67.0,60.0,20.0,25.0,39.0,50.0,10.0,150.0,13.0,20.0,21.0,70.0
543,ADVERSE POSSESSION IX,Legendary,Any,Energy,Scout Rifle,62.0,41.0,38.0,40.0,61.0,51.0,10.0,180.0,16.0,44.0,20.0,76.0
544,AISHA'S EMBRACE,Legendary,Any,Energy,Scout Rifle,45.0,34.0,26.0,35.0,71.0,50.0,24.0,260.0,18.0,46.0,21.0,55.0
545,AISHA'S EMBRACE (ADEPT),Legendary,Any,Energy,Scout Rifle,45.0,34.0,26.0,35.0,71.0,50.0,24.0,260.0,18.0,46.0,21.0,55.0
546,BLACK SCORPION-4SR,Legendary,Any,Energy,Scout Rifle,45.0,20.0,27.0,28.0,56.0,60.0,10.0,260.0,18.0,49.0,20.0,60.0
547,BLACK SCORPION-4SR,Legendary,Any,Energy,Scout Rifle,45.0,20.0,27.0,28.0,56.0,60.0,10.0,260.0,18.0,49.0,20.0,60.0
548,BRAYTECH RWP MK. II,Legendary,Any,Energy,Scout Rifle,67.0,70.0,29.0,33.0,39.0,55.0,,150.0,14.0,29.0,21.0,77.0
549,CALUSEA NOBLESSE,Legendary,Any,Energy,Scout Rifle,67.0,72.0,29.0,31.0,32.0,60.0,10.0,150.0,14.0,22.0,21.0,75.0
550,CONSPIRATOR,Legendary,Any,Energy,Scout Rifle,60.0,37.0,64.0,56.0,71.0,52.0,10.0,200.0,16.0,39.0,20.0,55.0
551,CONTINGENCY PLAN,Legendary,Any,Energy,Scout Rifle,45.0,25.0,20.0,26.0,66.0,50.0,10.0,260.0,17.0,45.0,20.0,53.0
552,CONTINGENCY PLAN,Legendary,Any,Energy,Scout Rifle,45.0,25.0,20.0,26.0,66.0,50.0,10.0,260.0,17.0,45.0,20.0,53.0
553,DISTANT RELATION,Legendary,Any,Energy,Scout Rifle,62.0,41.0,40.0,39.0,61.0,56.0,10.0,180.0,16.0,49.0,20.0,58.0
554,DOOM OF CHELCHIS,Legendary,Any,Energy,Scout Rifle,62.0,49.0,39.0,44.0,64.0,54.0,17.0,180.0,16.0,40.0,20.0,76.0
555,DOOM OF CHELCHIS (HARROWED),Legendary,Any,Energy,Scout Rifle,62.0,49.0,39.0,44.0,64.0,54.0,17.0,180.0,16.0,40.0,20.0,76.0
556,ETERNAL BLAZON,Legendary,Any,Energy,Scout Rifle,60.0,33.0,62.0,57.0,67.0,46.0,10.0,200.0,16.0,34.0,20.0,52.0
557,ETERNAL BLAZON,Legendary,Any,Energy,Scout Rifle,60.0,33.0,62.0,57.0,67.0,46.0,10.0,200.0,16.0,34.0,20.0,52.0
558,FROSTMIRE'S HEX,Legendary,Any,Energy,Scout Rifle,45.0,27.0,22.0,33.0,72.0,60.0,10.0,260.0,16.0,47.0,20.0,56.0
559,MANANNAN SR4,Legendary,Any,Energy,Scout Rifle,60.0,25.0,68.0,52.0,72.0,60.0,10.0,200.0,16.0,40.0,20.0,60.0
560,METRONOME-52,Legendary,Any,Energy,Scout Rifle,62.0,44.0,38.0,45.0,59.0,60.0,10.0,180.0,16.0,48.0,20.0,77.0
561,MOTION TO COMPEL,Legendary,Any,Energy,Scout Rifle,67.0,74.0,24.0,39.0,36.0,51.0,10.0,150.0,14.0,25.0,21.0,79.0
562,NO FEELINGS,Legendary,Any,Energy,Scout Rifle,62.0,47.0,40.0,44.0,66.0,56.0,10.0,180.0,16.0,44.0,20.0,76.0
563,OXYGEN SR3,Legendary,Any,Energy,Scout Rifle,62.0,44.0,41.0,44.0,67.0,54.0,10.0,180.0,16.0,45.0,20.0,60.0
564,PLEIADES CORRECTOR,Legendary,Any,Energy,Scout Rifle,60.0,28.0,71.0,63.0,76.0,53.0,10.0,200.0,16.0,43.0,20.0,52.0
565,PLEIADES CORRECTOR,Legendary,Any,Energy,Scout Rifle,60.0,28.0,71.0,63.0,76.0,53.0,10.0,200.0,16.0,43.0,25.0,52.0
566,POINTED INQUIRY,Legendary,Any,Energy,Scout Rifle,67.0,68.0,25.0,32.0,28.0,48.0,14.0,150.0,13.0,22.0,21.0,74.0
567,ROYAL CHASE,Legendary,Any,Energy,Scout Rifle,62.0,38.0,41.0,40.0,63.0,48.0,10.0,180.0,16.0,38.0,20.0,63.0
568,SEVEN-SIX-FIVE,Legendary,Any,Energy,Scout Rifle,60.0,32.0,62.0,57.0,70.0,54.0,10.0,200.0,16.0,36.0,20.0,49.0
569,STACCATO-46,Legendary,Any,Energy,Scout Rifle,62.0,39.0,38.0,40.0,63.0,54.0,9.0,180.0,16.0,44.0,20.0,58.0
570,TANGO-45,Legendary,Any,Energy,Scout Rifle,62.0,45.0,39.0,38.0,65.0,50.0,10.0,180.0,16.0,45.0,20.0,69.0
571,TANGO-45 XK5094,Legendary,Any,Energy,Scout Rifle,62.0,45.0,39.0,38.0,65.0,50.0,10.0,180.0,16.0,45.0,20.0,69.0
572,TARNISHED METTLE,Legendary,Any,Energy,Scout Rifle,60.0,30.0,66.0,53.0,73.0,49.0,18.0,200.0,16.0,33.0,20.0,52.0
573,THE CUT AND RUN,Legendary,Any,Energy,Scout Rifle,67.0,65.0,27.0,30.0,37.0,50.0,10.0,150.0,13.0,29.0,21.0,80.0
574,THE END,Legendary,Any,Energy,Scout Rifle,62.0,40.0,44.0,40.0,60.0,45.0,10.0,180.0,16.0,41.0,20.0,55.0
575,TONE PATROL,Legendary,Any,Energy,Scout Rifle,62.0,40.0,38.0,40.0,60.0,50.0,10.0,180.0,15.0,42.0,20.0,62.0
576,TRUSTEE,Legendary,Any,Energy,Scout Rifle,45.0,35.0,30.0,31.0,67.0,56.0,10.0,260.0,17.0,43.0,19.0,59.0
577,VACUNA SR4,Legendary,Any,Energy,Scout Rifle,60.0,34.0,64.0,57.0,73.0,46.0,10.0,200.0,15.0,33.0,20.0,60.0
578,VISION OF CONFLUENCE,Legendary,Any,Energy,Scout Rifle,62.0,46.0,45.0,47.0,65.0,52.0,10.0,180.0,16.0,42.0,20.0,75.0
579,VISION OF CONFLUENCE (TIMELOST),Legendary,Any,Energy,Scout Rifle,62.0,46.0,45.0,47.0,65.0,52.0,10.0,180.0,16.0,42.0,20.0,75.0
580,VOUCHSAFE,Legendary,Any,Energy,Scout Rifle,60.0,33.0,63.0,55.0,73.0,51.0,10.0,200.0,16.0,32.0,20.0,47.0
912,ARMILLARY PSU,Rare,Any,Kinetic,Scout Rifle,62.0,31.0,43.0,36.0,62.0,44.0,,180.0,16.0,34.0,20.0,50.0
913,ARMILLARY PSU,Rare,Any,Kinetic,Scout Rifle,62.0,31.0,43.0,36.0,62.0,44.0,,180.0,16.0,34.0,20.0,50.0
914,TRAX DYNIA,Rare,Any,Kinetic,Scout Rifle,60.0,27.0,62.0,53.0,66.0,47.0,,200.0,15.0,30.0,20.0,47.0
915,TRAX LYSIS II,Rare,Any,Kinetic,Scout Rifle,67.0,62.0,21.0,29.0,27.0,48.0,,150.0,11.0,15.0,21.0,67.0
916,TRAX LYSIS II,Rare,Any,Kinetic,Scout Rifle,67.0,62.0,21.0,29.0,27.0,48.0,,150.0,11.0,15.0,21.0,67.0
948,BLACK TIGER-2SR,Rare,Any,Energy,Scout Rifle,45.0,20.0,27.0,35.0,57.0,48.0,,260.0,16.0,37.0,20.0,55.0
949,BLACK TIGER-2SR,Rare,Any,Energy,Scout Rifle,45.0,20.0,27.0,35.0,57.0,48.0,,260.0,16.0,37.0,20.0,55.0
950,MADRUGADA SR2,Rare,Any,Energy,Scout Rifle,60.0,27.0,61.0,53.0,66.0,47.0,,200.0,15.0,32.0,20.0,46.0
951,MADRUGADA SR2,Rare,Any,Energy,Scout Rifle,60.0,27.0,61.0,53.0,66.0,47.0,,200.0,15.0,32.0,20.0,46.0
952,SONATA-48,Rare,Any,Energy,Scout Rifle,62.0,39.0,38.0,40.0,60.0,50.0,,180.0,15.0,37.0,20.0,62.0
999,FARE-THEE-WELL,Common,Any,Kinetic,Scout Rifle,60.0,22.0,57.0,49.0,61.0,44.0,,200.0,15.0,30.0,20.0,44.0
1000,INVERNESS-SR2,Common,Any,Kinetic,Scout Rifle,62.0,33.0,35.0,34.0,53.0,43.0,,180.0,15.0,34.0,20.0,47.0
1001,TRAX ARDA II,Common,Any,Kinetic,Scout Rifle,67.0,60.0,18.0,28.0,25.0,46.0,,150.0,11.0,14.0,21.0,63.0
1009,SEA SCORPION-1SR,Common,Any,Energy,Scout Rifle,45.0,18.0,15.0,24.0,60.0,46.0,,260.0,16.0,32.0,20.0,42.0
1031,THISTLE AND YEW,Basic,Any,Kinetic,Scout Rifle,62.0,34.0,34.0,33.0,51.0,45.0,,180.0,16.0,34.0,20.0,50.0
1049,SYMMETRY,Exotic,Any,Kinetic,Scout Rifle,100.0,100.0,23.0,24.0,80.0,0.0,,150.0,12.0,30.0,24.0,100.0
1050,THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,21.0,54.0,80.0,30.0,,150.0,10.0,19.0,20.0,100.0
1051,THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,21.0,54.0,80.0,30.0,,150.0,10.0,19.0,20.0,100.0
1052,THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,21.0,54.0,80.0,30.0,,150.0,10.0,19.0,20.0,100.0
1053,THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,21.0,54.0,80.0,30.0,,150.0,10.0,19.0,20.0,100.0
1054,THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,21.0,54.0,80.0,30.0,,150.0,10.0,19.0,20.0,100.0
1055,THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,21.0,54.0,80.0,30.0,,150.0,10.0,19.0,20.0,100.0
1056,THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,21.0,54.0,80.0,30.0,,150.0,10.0,19.0,20.0,100.0
1057,THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,21.0,54.0,80.0,30.0,,150.0,10.0,19.0,20.0,100.0
1058,THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,21.0,54.0,80.0,30.0,,150.0,10.0,19.0,20.0,100.0
1059,THE JADE RABBIT,Exotic,Any,Kinetic,Scout Rifle,67.0,80.0,21.0,54.0,80.0,30.0,,150.0,10.0,19.0,20.0,100.0
1121,DOOM OF CHELCHIS,Legendary,Any,Energy,Scout Rifle,62.0,49.0,39.0,44.0,64.0,54.0,,180.0,16.0,40.0,20.0,76.0
1122,DOOM OF CHELCHIS,Legendary,Any,Energy,Scout Rifle,62.0,49.0,39.0,44.0,64.0,54.0,,180.0,16.0,40.0,20.0,76.0
1123,DOOM OF CHELCHIS (HARROWED),Legendary,Any,Energy,Scout Rifle,62.0,49.0,39.0,44.0,64.0,54.0,,180.0,16.0,40.0,20.0,76.0
1124,TRUSTEE,Legendary,Any,Energy,Scout Rifle,45.0,27.0,21.0,27.0,67.0,56.0,,260.0,17.0,43.0,20.0,58.0
1125,VISION OF CONFLUENCE,Legendary,Any,Energy,Scout Rifle,62.0,46.0,45.0,47.0,65.0,52.0,,180.0,16.0,42.0,20.0,75.0
1126,VISION OF CONFLUENCE (TIMELOST),Legendary,Any,Energy,Scout Rifle,62.0,46.0,45.0,47.0,65.0,52.0,,180.0,16.0,42.0,20.0,75.0
